paper,model,sentence,FRE,FOG,characters_per_word,syll_per_word,words_per_sentence,sentences_per_paragraph,type_token_ratio,characters,syllables,words,wordtypes,sentences,paragraphs,long_words,complex_words,complex_words_dc,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization,interrogative,article,subordination
Artikel 3 PE,SIMPLIFIED T1,Dat zien we ook in paneel F. Het vooruitzicht van een langere loopbaan zet die individuen er meteen toe aan om meer tijd te investeren in menselijk kapitaal via hoger onderwijs.,38.91838709677422,20.14193548387097,4.67741935483871,1.6129032258064515,31.0,1.0,0.967741935483871,145,50,31,30,1,1,8,6,6,0,0,0,0,0,0,0,0,1
Artikel 3 PE,SIMPLIFIED T1,Later zullen de (dankzij de bijkomende scholing) verworven hogere lonen hen op hun beurt motiveren om meer en langer te werken (paneel E).Een verhoging van de pensioenleeftijd leidt op termijn dus tot een toename van de kwantiteit en de kwaliteit van het arbeidsaanbod op macroniveau.,16.69282608695653,26.22608695652174,5.086956521739131,1.6956521739130435,46.0,1.0,0.8043478260869565,234,78,46,37,1,1,13,9,11,0,1,0,0,0,1,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"Voor de bedrijven impliceert dat meteen een verhoging van het rendement van fysiek kapitaal, wat een (tijdelijke) flinke toename van de private investeringen zal uitlokken (paneel G).Naast meer arbeid en opgebouwd menselijk kapitaal, brengt de hervorming dus ook een langdurig positief effect op de fysieke kapitaalstock.",4.330000000000027,31.56595744680851,5.702127659574468,1.8297872340425532,47.0,1.0,0.8297872340425532,268,86,47,39,1,1,18,15,17,0,1,0,0,1,1,0,0,0
Artikel 3 PE,SIMPLIFIED T1,Dit is opnieuw gunstig voor de arbeidsproductiviteit.,18.44428571428573,8.514285714285714,6.571428571428571,2.142857142857143,7.0,1.0,1.0,46,15,7,7,1,1,3,1,2,1,0,0,0,0,0,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"Onder individuen met lage aangeboren aanleg (of weinig kansen) voor hoger onderwijs zien we geen toename in de jaarlijks gewerkte uren (paneel D).Op oudere leeftijd werken ze meer, op jongere leeftijd minder.",27.212727272727285,18.04848484848485,5.151515151515151,1.7272727272727273,33.0,1.0,0.9696969696969697,170,57,33,32,1,1,9,4,5,0,0,0,0,1,0,0,0,0
Artikel 3 PE,SIMPLIFIED T1,Zij genieten niet van de positieve wisselwerking tussen studie en werk.,49.542727272727284,15.309090909090907,5.454545454545454,1.7272727272727273,11.0,1.0,1.0,60,19,11,11,1,1,3,3,1,0,0,0,1,0,1,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"Verder stellen we vast dat de geaggregeerde positieve effecten in de panelen A en B pas ontstaan na de feitelijke implementatie van de verhoging van de pensioenleeftijd in 2029.Vooraleer de hervorming werkelijk van kracht gaat, kunnen de effecten zelfs negatief uitvallen.",11.119285714285724,29.18095238095238,5.4523809523809526,1.8095238095238095,42.0,1.0,0.7619047619047619,229,76,42,32,1,1,16,13,12,0,1,0,0,0,1,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"In het model anticiperen rationele individuen op de toekomstige verhoging van de pensioen leeftijd en de verplichting om langer te werken door vroeger in hun leven iets minder te werken.
",24.10500000000001,20.0,5.2,1.8,30.0,1.0,0.8666666666666667,156,54,30,26,1,1,9,6,5,0,0,0,0,1,1,0,0,0
Artikel 3 PE,SIMPLIFIED T1,Een verlaging van de pensioenuitkeringen is op macro-economisch vlak een veel minder goed idee dan een verhoging van de pensioenleeftijd.,25.79500000000003,18.0,5.85,1.9,20.0,1.0,0.85,117,38,20,17,1,1,5,5,5,1,0,0,0,0,1,0,1,0
Artikel 3 PE,SIMPLIFIED T1,"Hoewel zo’n verlaging er ook in slaagt om de betaalbaarheid van de pensioenen te verbeteren (Figuur 2), veroorzaakt ze een daling van het bbp per capita ten opzichte van het basisscenario (Figuur 3, paneel A).De wetenschap dat elke euro aan arbeidsinkomen minder pensioenrechten genereert door de lagere vervangingsratio, doet de opbrengst van werken en studeren dalen.",-2.2729310344827454,32.16551724137931,5.241379310344827,1.7758620689655173,58.0,1.0,0.8620689655172413,304,103,58,50,1,1,14,13,18,0,0,0,0,0,1,0,0,1
Artikel 3 PE,SIMPLIFIED T1,"Rationele individuen zullen daar dan ook minder tijd aan besteden (Figuur 3, panelen B tot F).Een cruciale factor",40.613157894736844,13.915789473684212,4.842105263157895,1.736842105263158,19.0,1.0,1.0,92,33,19,19,1,1,5,3,7,0,1,0,0,0,0,0,0,0
Artikel 3 PE,SIMPLIFIED T1,hier is dat de verlaging van de pensioenuitkeringen niet gevolgd kan worden door lagere sociale bijdragen wanneer het doel is de financiële houdbaarheid van het pensioen systeem te verzekeren.,28.620689655172445,19.875862068965517,5.620689655172414,1.7586206896551724,29.0,1.0,0.8275862068965517,163,51,29,24,1,1,11,6,4,2,2,0,0,0,1,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"WelvaartseffectenFiguur 4 beschrijft de verwachte welvaartseffecten van de pensioenhervormingen, telkens in vergelijking met het basisscenario zonder hervorming.",-29.384705882352936,18.564705882352943,8.411764705882353,2.588235294117647,17.0,1.0,0.9411764705882353,143,44,17,16,1,1,9,5,7,0,0,0,0,0,1,0,0,0
Artikel 3 PE,SIMPLIFIED T1,Vier gekozen generaties worden vergeleken.,-35.11999999999996,26.0,7.4,2.8,5.0,1.0,1.0,37,14,5,5,1,1,3,3,2,0,1,0,0,0,0,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"Van links naar rechts gaat het respectievelijk om individuen die reeds gepensioneerd zijn wanneer de pensioen hervorming beslist wordt, individuen die op dat moment op middelbare leeftijd zijn (40 tot 42 jaar), individuen die dan jong zijn (18 tot 20 jaar), en een toekomstige generatie die nog niet geboren is wanneer de hervorming beslist wordt.",12.573636363636375,30.0,5.181818181818182,1.6363636363636365,55.0,1.0,0.7272727272727273,285,90,55,40,1,1,17,11,7,4,2,0,0,1,1,0,0,0
Artikel 3 PE,SIMPLIFIED T1,Binnen elke generatie beschouwen we zowel individuen met hoge als individuen met lage aangeboren aanleg voor hoger onderwijs.,9.965000000000014,20.53333333333333,5.944444444444445,2.111111111111111,18.0,1.0,0.8888888888888888,107,38,18,16,1,1,6,6,4,0,0,0,0,1,1,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"Positieve cijfers in de figuur wijzen op welvaarts winst, negatieve op verlies.4, 5Ook op welvaartsvlak blijkt een verhoging van de pensioenleeftijd te verkiezen boven een vermindering van de vervangingsratio.",21.285000000000018,21.333333333333332,5.9,1.8333333333333333,30.0,1.0,0.8,177,55,30,24,1,1,11,7,9,0,0,0,0,0,1,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"Terwijl een verhoging van de pensioenleeftijd in paneel A een aantal duidelijke winnaars creëert, naast enkele verliezers, brengt een verlaging van de pensioenuitkeringen in paneel B vooral negatieve welvaartseffecten.",5.282758620689695,24.01379310344828,6.448275862068965,2.0344827586206895,29.0,1.0,0.7931034482758621,187,59,29,23,1,1,11,9,10,0,0,0,0,0,1,0,0,1
Artikel 3 PE,SIMPLIFIED T1,"De huidige actieve generaties, inclusief jongeren, verliezen het meest.",0.3000000000000025,25.822222222222223,6.666666666666667,2.3333333333333335,9.0,1.0,1.0,60,21,9,9,1,1,6,5,2,0,0,0,0,0,0,0,1,0
Artikel 3 PE,SIMPLIFIED T1,De winnaars bij een verhoging van de pensioenleeftijd zijn in de eerste plaats de jonge en de toekomstige generaties.,49.518421052631595,16.02105263157895,5.157894736842105,1.631578947368421,19.0,1.0,0.8421052631578947,98,31,19,16,1,1,5,4,4,1,0,0,0,0,1,0,1,0
Artikel 3 PE,SIMPLIFIED T1,Belangrijke verklaringen daarvoor zijn het hogere bbp per capita en de lagere belastingen in de toekomst als iedereen langer werkt en er minder pensioen uitgaven zijn.,30.76807692307695,16.553846153846155,5.423076923076923,1.7692307692307692,26.0,1.0,0.8846153846153846,141,46,26,23,1,1,8,4,4,2,0,0,0,0,0,0,0,0
Artikel 3 PE,SIMPLIFIED T1,Het valt wel op dat jonge en toekomstige generaties van laaggeschoolden niet in dezelfde mate van die voordelen genieten als hooggeschoolden.,36.46285714285716,19.82857142857143,5.714285714285714,1.7619047619047619,21.0,1.0,0.9523809523809523,120,37,21,20,1,1,7,6,3,0,0,0,1,0,0,0,1,0
Artikel 3 PE,SIMPLIFIED T1,Nog groter is het verschil onder de huidige actieven.,56.70000000000001,8.044444444444444,4.888888888888889,1.6666666666666667,9.0,1.0,1.0,44,15,9,9,1,1,3,1,1,1,0,0,0,0,0,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"Terwijl actieve hooggeschoolden er bij een verhoging van de pensioenleeftijd op vooruitgaan, zien we aanzienlijk welvaartsverlies bij de huidige generaties lager geschoolde individuen.",-0.423043478260837,24.85217391304348,6.956521739130435,2.1739130434782608,23.0,1.0,0.9130434782608695,160,50,23,21,1,1,12,9,10,0,0,0,0,0,1,0,0,1
Artikel 3 PE,SIMPLIFIED T1,Zij worden immers gedwongen om langer te werken voor dezelfde lage lonen.,53.65500000000001,8.133333333333333,5.083333333333333,1.6666666666666667,12.0,1.0,1.0,61,20,12,12,1,1,2,1,1,0,1,0,1,0,0,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"Een loutere verhoging van de pensioenleeftijd
versterkt dus de welvaartsongelijkheid ingeleid door de demografische verandering.",1.8225000000000033,19.0,7.533333333333333,2.3333333333333335,7.5,2.0,0.8666666666666667,113,35,15,13,2,1,8,6,7,0,0,0,0,0,2,0,1,0
Artikel 3 PE,SIMPLIFIED T1,"De protesten en gevoelens van discriminatie na de verhoging van de pensioenleeftijd door de regering-Michel in 2014-15 zijn dus exact wat we op basis van ons model zouden verwachten.
",28.620689655172445,21.255172413793105,5.275862068965517,1.7586206896551724,29.0,1.0,0.8620689655172413,153,51,29,25,1,1,8,7,7,1,1,0,0,0,1,0,1,0
Artikel 3 PE,SIMPLIFIED T1,Bovenstaande resultaten leiden tot een duidelijke conclusie:,6.35857142857147,14.228571428571428,7.571428571428571,2.2857142857142856,7.0,1.0,1.0,53,16,7,7,1,1,4,2,1,0,0,0,0,0,0,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"het verhogen van de pensioenleeftijd heeft op lange termijn gunstige effecten op de macro-economische prestaties van ons land en de betaalbaarheid van de pensioenuitgaven, maar schiet tekort wanneer ook het vermijden en inperken van ongelijkheid tot doel wordt gesteld.",11.065384615384644,25.856410256410257,5.871794871794871,1.8461538461538463,39.0,1.0,0.7692307692307693,229,72,39,30,1,1,14,10,9,0,2,0,1,0,1,0,1,0
Artikel 3 PE,SIMPLIFIED T1,"In wat volgt reiken we twee ingrediënten aan die helpen garanderen dat de pensioenhervorming niet alleen macro-economisch efficiënt (nog efficiënter) is, maar ook sociaal billijk.6 Vroegere arbeidsinkomens worden bij de berekening ook gecorrigeerd (verhoogd) voor inflatie.",-4.492972972972943,24.52972972972973,6.243243243243243,2.054054054054054,37.0,1.0,0.9459459459459459,231,76,37,35,1,1,14,9,13,1,1,0,0,1,1,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"Betere macro-economische prestaties: een stijgend opbouwpercentageIn het model wordt het pensioen berekend als percentage (de vervangingsratio) van het gewogen gemiddeld arbeidsinkomen dat iemand in de verschillende jaren van een ‘normale’ loopbaan heeft verdiend en waarop sociale bijdragen zijn betaald.6 In de basissimulatie telt, zoals in België, het inkomen uit elk jaar even zwaar mee in de berekening.",-13.941896551724106,32.855172413793106,5.913793103448276,1.9137931034482758,58.0,1.0,0.8275862068965517,343,111,58,48,1,1,21,14,12,1,2,0,0,0,1,0,0,0
Artikel 3 PE,SIMPLIFIED T1,Elke periode van drie jaar in het model heeft een gewicht van 1/15.,89.8964285714286,5.6000000000000005,3.7857142857142856,1.2142857142857142,14.0,1.0,0.9285714285714286,53,17,14,13,1,1,2,0,0,0,1,0,0,0,0,0,0,0
Artikel 3 PE,SIMPLIFIED T1,Er zijn goede economische redenen waarom dat niet zo hoeft te zijn.,60.70500000000002,11.466666666666667,4.583333333333333,1.5833333333333333,12.0,1.0,0.9166666666666666,55,19,12,11,1,1,2,2,0,2,0,0,0,0,0,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"De vierde simulatie in de Figuren 2 tot 4 toont wat er gebeurt wanneer de verhoging van de pensioenleeftijd met drie jaar aangevuld wordt met toenemende gewichten of ‘opbouwpercentages’, waardoor arbeidsinkomen verdiend op latere leeftijd belangrijker is voor het opbouwen van het pensioen.",7.762093023255844,26.50232558139535,5.674418604651163,1.8372093023255813,43.0,1.0,0.8837209302325582,244,79,43,38,1,1,17,10,12,1,1,0,0,0,1,0,1,0
Artikel 3 PE,SIMPLIFIED T1,"De vrij extreme veronderstelling die gemaakt wordt, is dat het arbeidsinkomen tussen 18 en 29 jaar niet langer meetelt voor het pensioen, terwijl arbeids inkomen na de leeftijd van 48 jaar (bijna) dubbel zo zwaar doorweegt als voorheen.7De sociale bijdragevoet blijft onafhankelijk van de leeftijd.",16.69282608695653,23.617391304347827,5.391304347826087,1.6956521739130435,46.0,1.0,0.8913043478260869,248,78,46,41,1,1,16,6,9,1,1,0,0,0,1,0,1,0
Artikel 3 PE,SIMPLIFIED T1,Deze bijkomende hervorming slaagt er in de eerste plaats in om de verhoging van de pensioenleeftijd efficiënter te maken vanuit macro-economisch perspectief.,15.305000000000021,21.527272727272727,6.136363636363637,2.0,22.0,1.0,0.8636363636363636,135,44,22,19,1,1,7,7,7,0,0,0,0,0,1,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"Dat blijkt uit de sterkere toename van het bbp per capita in dit scenario (Figuur 3, paneel A).Twee gedrags effecten liggen hierbij aan de basis.",56.79884615384617,11.938461538461539,4.461538461538462,1.4615384615384615,26.0,1.0,0.9615384615384616,116,38,26,25,1,1,6,1,9,0,0,0,0,0,0,0,0,1
Artikel 3 PE,SIMPLIFIED T1,"Ten eerste stimuleert deze hervorming de opbouw van menselijk kapitaal op jonge leeftijd (paneel F).De opportuniteitskost van deelname aan hoger onderwijs daalt immers, aangezien studeren in plaats van werken op jonge leeftijd niet langer ten koste gaat van de opbouw van pensioenrechten.",13.664418604651175,25.572093023255817,5.627906976744186,1.7674418604651163,43.0,1.0,0.7906976744186046,242,76,43,34,1,1,12,9,12,0,0,0,0,1,1,0,0,0
Artikel 3 PE,SIMPLIFIED T1,Ten tweede zorgt deze hervorming ook voor nog meer gewerkte uren.,80.30636363636367,8.036363636363637,4.909090909090909,1.3636363636363635,11.0,1.0,1.0,54,15,11,11,1,1,2,1,2,0,0,0,0,1,1,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"Ouderen worden gestimuleerd om meer te werken en jongeren om minder te werken, maar het netto-effect van de wijziging van de opbouwpercentages op het aantal gewerkte arbeidsuren valt positief uit.",12.82500000000001,21.333333333333332,5.5,1.9333333333333333,30.0,1.0,0.8,165,58,30,24,1,1,9,7,7,0,1,0,0,0,1,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"Ook op welvaartsvlak (Figuur 4, paneel C) leidt deze pensioenhervorming tot betere effecten dan de eenvoudige verhoging van de pensioen leeftijd.",28.40571428571431,17.923809523809524,5.761904761904762,1.8571428571428572,21.0,1.0,0.9523809523809523,121,39,21,20,1,1,7,5,7,0,0,0,0,0,1,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"Dat geldt eveneens voor laaggeschoolPENSIOENHERVORMING:HOEFINANCIËLE HOUDBAARHEID, MACRO-ECONOMISCHE EFFICIËNTIE EN BILLIJKHEID VERZOENEN?
Inleiding
",83.09903846153848,8.753846153846155,10.307692307692308,1.3846153846153846,6.5,2.0,1.0,134,18,13,13,2,1,9,2,8,0,0,0,0,0,2,0,0,1
Artikel 3 PE,SIMPLIFIED T1,In alle OESO-landen vergrijst de bevolking.,45.64500000000001,9.066666666666666,6.166666666666667,1.8333333333333333,6.0,1.0,1.0,37,11,6,6,1,1,3,1,2,0,0,0,0,1,1,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"Door de pensionering van de babyboomgeneratie, de toenemende levensverwachting en het afgeno men geboortecijfer stijgt zowat overal de afhankelijksheidsratio van ouderen.",-11.879999999999995,23.63809523809524,7.0476190476190474,2.3333333333333335,21.0,1.0,0.8095238095238095,148,49,21,17,1,1,7,8,8,0,0,0,0,1,1,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"Gedefinieerd als de verhouding van het aantal 67-plussers tot het aantal personen van 18 tot 66 jaar, zal die in België toenemen van 24% in 2010 tot 38% in 2040 en ongeveer 43% in 2070 (zie Figuur 1).Terwijl",47.94230769230771,19.702564102564104,4.17948717948718,1.4102564102564104,39.0,1.0,0.7692307692307693,163,55,39,30,1,1,7,4,7,0,1,0,0,0,1,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"er in 2010 nog 4,2 personen op actieve leeftijd waren per oudere, is de verwachting dat dit cijfer zal zakken tot slechts 2,6 in 2040 en 2,35 in 2070.De betaalbaarheid van het wettelijk pensioen",43.59131578947371,21.51578947368421,4.105263157894737,1.4736842105263157,38.0,1.0,0.8947368421052632,156,56,38,34,1,1,8,6,7,2,1,0,0,0,1,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"stelsel komt daarmee zwaar onder druk, des te meer omdat van alle personen op actieve leeftijd in België in 2021 slechts 70% werkten.",62.10739130434784,12.678260869565218,4.695652173913044,1.434782608695652,23.0,1.0,0.9565217391304348,108,33,23,22,1,1,7,2,4,0,0,0,0,0,0,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"Vooral onder
laaggeschoolden en 55-plussers is de werkzaamheid in België zeer laag.",59.745000000000005,9.066666666666666,5.916666666666667,1.6666666666666667,6.0,2.0,1.0,71,20,12,12,2,1,3,2,3,1,0,0,0,0,1,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"Een andere uiting van dit
probleem is de korte verwachte duur van de actieve loopbaan van werkenden in België.",68.06618421052632,10.115789473684211,4.7894736842105265,1.5263157894736843,9.5,2.0,0.8421052631578947,91,29,19,16,2,1,5,3,5,1,0,0,0,0,1,0,1,0
Artikel 3 PE,SIMPLIFIED T1,"Eurostat
",-47.979999999999976,0.4,8.0,3.0,1.0,1.0,1.0,8,3,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"raamde die voor mannen in 2021 op 35,7 jaar, het laagste van de hele eurozone.
",84.84500000000001,8.9,3.8125,1.25,16.0,1.0,1.0,61,20,16,16,1,1,2,1,4,0,0,0,0,0,0,0,0,0
Artikel 3 PE,SIMPLIFIED T1,Ons land heeft daardoor niet de economische draagkracht om de vergrijzing op te vangen.,53.63928571428574,11.314285714285715,5.214285714285714,1.6428571428571428,14.0,1.0,0.9285714285714286,73,23,14,13,1,1,4,2,3,0,1,0,1,0,1,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"In haar
recentste basisprojecties ziet de Studiecommissie voor de Vergrijzing (SCvV, 2022)de publieke
pensioenuitgaven bij ongewijzigd beleid toenemen van 10,7% van het bbp in 2021 tot 13,5% in 2050
en 13,6% in 2070 (zie ook",66.78490384615385,8.002564102564103,4.615384615384615,1.5384615384615385,9.75,4.0,0.8461538461538461,180,60,39,33,4,1,8,4,13,0,0,1,0,1,1,0,0,0
Artikel 3 PE,SIMPLIFIED T1,Figuur 1).In euro’s van vandaag bedraagt die toename ruim 15 miljard.,76.50153846153849,5.2,4.230769230769231,1.3846153846153846,13.0,1.0,1.0,55,18,13,13,1,1,4,0,2,0,0,0,0,0,0,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"Het
grootste deel van de stijging manifesteert zich bij de werknemers in de privésector.",60.744285714285745,11.371428571428572,5.285714285714286,1.6428571428571428,7.0,2.0,0.8571428571428571,74,23,14,12,2,1,5,3,2,0,0,0,1,0,1,0,1,0
Artikel 3 PE,SIMPLIFIED T1,"De problematiek
van stijgende pensioenuitgaven stelt zich bovendien in een context van toenemende nood aan
overheids investeringen in infrastructuur, verduurzaming van de economie en strijd tegen de
klimaat verandering, evenals toenemende behoeften op het vlak van gezondheidszorg en defensie.
",21.23105769230771,18.25897435897436,6.461538461538462,2.076923076923077,9.75,4.0,0.8205128205128205,252,81,39,32,4,1,18,14,13,0,0,0,0,1,3,0,1,0
Artikel 3 PE,SIMPLIFIED T1,De uitdaging is niet nieuw.,83.32000000000002,10.0,4.4,1.4,5.0,1.0,1.0,22,7,5,5,1,1,1,1,1,1,0,0,0,0,1,0,1,0
Artikel 3 PE,SIMPLIFIED T1,De demografische druk op het pensioenstelsel neemt al lange tijd toe.,64.9245454545455,11.672727272727274,5.2727272727272725,1.5454545454545454,11.0,1.0,1.0,58,17,11,11,1,1,2,2,2,0,0,0,0,0,0,0,1,0
Artikel 3 PE,SIMPLIFIED T1,"In
de Belgische context waarschuwt de Studiecommissie voor de Vergrijzing al sinds 2002 voor
oplopende uitgaven gerelateerd aan de vergrijzing.",39.32833333333336,10.666666666666668,6.15,1.9,6.666666666666667,3.0,0.8,123,38,20,16,3,1,9,4,8,0,0,0,0,1,2,0,1,0
Artikel 3 PE,SIMPLIFIED T1,"De Commissie Pensioenhervorming 2020-2040
publiceerde in 2014, onder leiding van huidig minister Frank Vandenbroucke, een coherente
blauwdruk voor een grondige hertekening van het Belgische pensioensysteem.",32.5606666666667,11.333333333333336,7.16,1.96,8.333333333333334,3.0,0.92,179,49,25,23,3,1,13,5,11,0,0,0,0,0,3,0,1,0
Artikel 3 PE,SIMPLIFIED T1,"Die kreeg evenwel
geen uitvoering.",52.017500000000005,17.0,5.8,1.8,2.5,2.0,1.0,29,9,5,5,2,1,2,2,0,0,0,0,0,0,1,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"Een partiële hervorming kwam er in 2015 toen de regering Michel, in lijn met wat
veel landen eerder al deden, de wettelijke pensioenleeftijd verhoogde van 65 tot 66 jaar vanaf 2025
en tot 67 jaar vanaf 2030.Tegelijk werden de voorwaarden voor vervroegd pensioen verstrengd.",60.01000000000002,10.444444444444445,5.022222222222222,1.5555555555555556,15.0,3.0,0.8666666666666667,226,70,45,39,3,1,11,5,12,0,1,1,0,0,1,0,1,0
Artikel 3 PE,SIMPLIFIED T1,"De
minimumleeftijd werd opgetrokken tot 63 jaar mits een actieve loopbaan van 42 jaren.",48.658571428571456,11.371428571428572,5.214285714285714,1.7857142857142858,7.0,2.0,1.0,73,25,14,14,2,1,4,3,6,0,1,0,0,0,0,0,1,0
Artikel 3 PE,SIMPLIFIED T1,"Wie
uitzonderlijk nog op 60 jaar met pensioen wil, zal een actieve loopbaan van 44 jaren moeten
voorleggen.",64.44500000000002,9.066666666666666,4.888888888888889,1.6111111111111112,6.0,3.0,1.0,88,29,18,18,3,1,5,3,4,0,3,0,0,0,0,1,0,0
Artikel 3 PE,SIMPLIFIED T1,"De hervorming werd onthaald op zware protesten en resulteerde in conflicten met de
vakbondswereld.",42.61571428571431,17.085714285714285,6.0,1.8571428571428572,7.0,2.0,1.0,84,26,14,14,2,1,6,5,6,0,1,0,0,0,1,0,1,0
Artikel 3 PE,SIMPLIFIED T1,"Wie geen hoger onderwijs had gevolgd, en dus op 18 jaar of jonger op de
arbeidsmarkt kwam, voelde zich gediscrimineerd.",65.555,10.0,4.85,1.55,10.0,2.0,0.95,97,31,20,19,2,1,4,3,3,0,1,0,0,0,0,1,0,0
Artikel 3 PE,SIMPLIFIED T1,"De regering-De Croo, die in de 2020 aantrad, ging
verder op het pad van partiële hervormingen, met als belangrijkste ingrepen de verhoging van het
minimumpensioen en de (her)invoering van een pensioenbonus.",50.60208333333334,14.266666666666666,5.3125,1.71875,10.666666666666666,3.0,0.84375,170,55,32,27,3,1,10,8,13,0,0,0,0,0,3,0,1,0
Artikel 3 PE,SIMPLIFIED T1,"Om toegang te krijgen tot het
eerste, moet iemand minstens 5000 dagen gewerkt hebben.",66.78714285714288,2.8000000000000003,5.0,1.5714285714285714,7.0,2.0,1.0,70,22,14,14,2,1,4,0,1,0,2,0,0,1,0,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"De pensioenbonus wil personen belonen
die vervroegd met pensioen kunnen, maar toch blijven doorwerken.",36.57285714285717,14.228571428571428,6.214285714285714,1.9285714285714286,7.0,2.0,1.0,87,27,14,14,2,1,7,4,4,0,2,0,0,0,0,0,1,0
Artikel 3 PE,SIMPLIFIED T1,"Doorrekening door het
Kenniscentrum Pensioenen bij het Federaal Planbureau leerde intussen dat deze maatregelen er niet
zullen in slagen de verwachte pensioen uitgaven te temperen, zelfs integendeel.",28.50000000000002,11.007407407407408,6.333333333333333,2.0,9.0,3.0,0.9629629629629629,171,54,27,26,3,1,12,5,9,0,1,0,0,0,1,0,0,0
Artikel 3 PE,SIMPLIFIED T1,"De regering-De Croo
komt daardoor steeds meer in de tang.",91.78000000000002,6.0,4.7,1.3,5.0,2.0,1.0,47,13,10,10,2,1,2,1,3,0,0,0,0,0,1,0,1,0
Artikel 3 PE,SIMPLIFIED T1,"Terwijl aan de linkerzijde de verhoging van de pensioenleeftijd
en de benadeling van korter geschoolden niet is verteerd, groeit aan de rechterzijde de kritiek op het
gebrek aan budgettaire daadkracht om de financiële houdbaarheid van het pensioenstelsel te
garanderen.",42.92336538461542,15.182051282051283,5.871794871794871,1.8205128205128205,9.75,4.0,0.717948717948718,229,71,39,28,4,1,15,11,13,1,0,1,0,0,3,0,0,1
Artikel 3 PE,SIMPLIFIED T1,"Het deed de premier midden december een eigen nota op tafel leggen, met daarin o.a.
het voorstel om de band tussen werken en het pensioen strakker te maken, maar tegelijk ook de
overweging om de uitgaven voor de pensioenbonus terug te schroeven.",56.53317829457366,10.38449612403101,4.627906976744186,1.6046511627906976,14.333333333333334,3.0,0.8372093023255814,199,69,43,36,3,1,10,5,6,0,0,0,2,0,1,0,2,0
Artikel 3 PE,SIMPLIFIED T1,"Ondanks de vele
waarschuwingen vanuit academische en beleidsmiddens, blijft een voldoende doortastende én
coherente hervorming van het wettelijk pensioenstelsel uit.",18.178333333333356,18.666666666666668,7.2,2.15,6.666666666666667,3.0,1.0,144,43,20,20,3,1,10,8,8,0,0,0,0,1,2,0,0,1
Artikel 3 PE,SIMPLIFIED T1,"De opdracht is ook absoluut niet
eenvoudig.",58.253928571428595,12.82857142857143,5.142857142857143,1.7142857142857142,3.5,2.0,1.0,36,12,7,7,2,1,3,2,0,1,0,0,0,0,0,0,1,0
Artikel 3 PE,SIMPLIFIED T1,"Een hervorming kan pas slagen als ze drie doelstellingen dient: (1) financiële
houdbaarheid, (2) bevordering van macro-economische efficiëntie (werkgelegenheid,
arbeidsproductivi teit) én (3) billijkheid.",8.365000000000014,19.86666666666667,7.041666666666667,2.25,8.0,3.0,1.0,169,54,24,24,3,1,10,10,10,0,1,0,0,0,3,0,1,0
Artikel 3 PE,SIMPLIFIED T1,"Onder de derde doelstelling verstaan we dat de hervorming
de inkomens- en welvaartsongelijkheid in de samenleving niet doet toenemen, maar die eerder
terugdringt.",40.888115942029,15.240579710144928,5.956521739130435,1.8695652173913044,7.666666666666667,3.0,0.8695652173913043,137,43,23,20,3,1,8,7,7,0,0,0,0,1,2,0,1,0
Artikel 3 PE,SIMPLIFIED T1,"In wat volgt tonen we onder andere aan dat een hervorming die louter bestaat uit het
verhogen van de pensioenleeftijd de eerste twee doel stellingen kan dienen, maar regelrecht ingaat
tegen de derde.",57.23363636363637,11.672727272727274,5.0,1.6363636363636365,11.0,3.0,0.9393939393939394,165,54,33,31,3,1,6,6,6,0,1,0,0,2,1,0,0,0
